pgpid,url,iiif_urls,fragment_urls,shelfmark,multifragment,side,region,type,tags,description,scholarship_records,shelfmarks_historic,languages_primary,languages_secondary,language_note,doc_date_original,doc_date_calendar,doc_date_standard,inferred_date_display,inferred_date_standard,inferred_date_rationale,inferred_date_notes,initial_entry,last_modified,input_by,library,collection,has_transcription,has_translation,notes,needs_review,status,url_admin
3276,https://geniza.princeton.edu/documents/3276/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00018-00020,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00018-00020,T-S 13J18.20,,,,Letter,"illness letter 969-1517, pregnancy, army, illness: upper class, childbirth, Illness, Illness: physician, Illness: treatment","Letter from an army doctor, in Ashmūm Ṭannāḥ (present-day Ashmūn al-Rummān), to his son, in an unknown location. The purpose of the letter is to excuse himself for failing to attend his wife's confinement, for he has no choice but to obey the amir's orders. He urges his son to buy her anything she wishes. He relates that the amir first sent him to Salmūn where he stayed treating a Mamlūk until he recovered on Monday. The doctor was then sent to Damietta, and returned to Ashmūm on Tuesday after suffering terribly from the riding. His son's letter informing him of his wife's labor, and her anger at his absence, reached him on Wednesday with al-Kohen (the same day he is writing the present letter). The writer does not anticipate being able to leave before Monday, as the amir will want to take his medicine on Sunday. Information from Mediterranean Society, II, pp. 380, 610. ASE.","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions. ; S. D. Goitein, unpublished editions. With minor emendations by Alan Elbaum (2020).","TS Box 13 J 18, f. 20; TS 13 J 18, fol. 20; TS 13 J 18, f. 20; TS Box 13 J 18, fol. 20",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-05-26 20:33:07.848744+00:00,Alan Elbaum ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3276/change/
3277,https://geniza.princeton.edu/documents/3277/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00018-00021,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00018-00021,T-S 13J18.21,,,,Letter,,"Letter from a widow, Umm Abū l-Munā, in reply to a suggestion that she sell her old house, a solid structure in a declining neighborhood, and buy a new one about whose quality she had doubts. The widow apparently derived income from leasing apartments. (Information from Mediterranean Society, IV, p. 23)","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS Box 13 J 18, fol. 21; TS 13 J 18, f. 21; TS Box 13 J 18, f. 21; TS 13 J 18, fol. 21",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-08-10 17:30:02.170834+00:00,Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3277/change/
3280,https://geniza.princeton.edu/documents/3280/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00018-00026,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00018-00026,T-S 13J18.26,,,,Letter,,"Letter from a weaver to his wife including family news and instructions, and notifying her of his dispatches to them. (Information from Mediterranean Society, I, pp. 92, 413; III, p. 240)","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 13 J 18, f. 26; TS Box 13 J 18, fol. 26; TS Box 13 J 18, f. 26; TS 13 J 18, fol. 26",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-08-10 17:34:40.401585+00:00,Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3280/change/
3282,https://geniza.princeton.edu/documents/3282/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00018-00003,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00018-00003,T-S 13J18.3,,,,Letter,,"Letter from the daughter of Rafi al-Hariri to the Nagid asking for a new veil for the holidays. She also asked him to appoint someone to make a collection for this purpose. (Information from Mediterranean Society, II, p. 37, and Goitein's index cards)","Mark Cohen, The Voice of the Poor in the Middle Ages (2005). ; Mark Cohen, The Voice of the Poor in the Middle Ages (2005). Translation awaiting digitization on PGP. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 13 J 18, f. 3; TS Box 13 J 18, f. 3; TS Box 13 J 18, fol. 3; TS 13 J 18, fol. 3",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2023-07-20 22:53:33.130158+00:00,Dan Sachs ; Miriam Krakowski ; Sarah Nisenson,CUL,"CUL, T-S",Y,Y,"Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing

Cohen, ""The Voice of the Poor in the Middle Ages"", document 44",No line numbering in translation,Public,https://geniza.princeton.edu/admin/corpus/document/3282/change/
3283,https://geniza.princeton.edu/documents/3283/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00018-00004,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00018-00004,T-S 13J18.4,,,,Letter,"illness: marad, illness letter 969-1517, trade, Byzantines, Byzantine merchants, illness: letter norms, illness: recovered, Sedaqa b. Semah, Illness","Business letter from Seʿadya b. Avraham b. Sasson of Alexandria to his relative Ṣedaqa b. Ṣemaḥ of Fustat, a maker of Sūsiyāt textiles. Seʿadya opens by inquiring about Ṣedaqa's ill health. ""I was tranquil when I received frequent letters from you, and when they ceased, I became distressed due to imagining (? tajwīzī) an illness or something else. May God protect us from what we fear. Then my cousin (ibn ʿammatī) arrived and informed me that you had become ill, and that you had begun to recover, and I and those with me rejoiced and thanked God for that."" Saadya also Ṣedaqa if he wants to secure passage on the Byzantine ship that had just arrived. (Information from Mediterranean Society, I, p. 31; V, p. 103; and Goitein's index cards.) ASE.","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions. ; S. D. Goitein, unpublished editions. With minor emendations by Alan Elbaum (2020).","TS 13 J 18, fol. 4; TS Box 13 J 18, fol. 4; TS Box 13 J 18, f. 4; TS 13 J 18, f. 4",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-05-26 20:33:08.609067+00:00,Alan Elbaum ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3283/change/
3286,https://geniza.princeton.edu/documents/3286/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00018-00008,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00018-00008,T-S 13J18.8,,,,Letter,"Nahray B. Nissim, trade, al-Tahirti","Letter from Barhun b. Salih Tahirti in Fustat to his cousin and partner, Barhun b. Moshe Tahirti in Alexandria, reporting about merchandise sold in Fustat and requesting that more be bought in Alexandria. He also has some personal requests. The letter was written over a period of five days. It also deals with the market fluctuations for the period. In a postscript Nahray b. Nissim writes that he is moving from the Tahirtis' house into a rented space of his own. This indicates a dating of the latter around 1050, from the early years of Nahray's involvement in the commercial life of Fustat after his arrival there ca. 1045. (Information from Goitein's index card)","Menahem Ben-Sasson, The Jews of Sicily, 825–1068: Documents and Sources‎ (in Hebrew) (1991). ; Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 3. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS Box 13 J 18, fol. 8; TS Box 13 J 18, f. 8; TS 13 J 18, fol. 8; TS 13 J 18, f. 8",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2023-03-14 20:34:47.684318+00:00,Dan Sachs ; Marina Rustow ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3286/change/
3289,https://geniza.princeton.edu/documents/3289/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00001,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00001,T-S 13J19.1,,,,Letter,trade,"Unfinished business letter sent by Mubarak b. Natan to Mubarak b. Ibrahim in Tyre, to whom he had already written three letters. (Information from Goitein's index cards)","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS Box 13 J 19, fol. 1; TS 13 J 19, f. 1; TS Box 13 J 19, f. 1; TS 13 J 19, fol. 1",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-08-10 17:52:59.355518+00:00,Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3289/change/
3290,https://geniza.princeton.edu/documents/3290/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00011,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00011,T-S 13J19.11,,,,Letter,,"Letter sent by Mubarak b. Musa b. Ibrahim to Rabbi Nissim b. Shela, informing him that he was going to send to Tinnis the goods that he had ordered. (Information from Goitein's index cards)","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS Box 13 J 19, f. 11; TS 13 J 19, f. 11; TS Box 13 J 19, fol. 11; TS 13 J 19, fol. 11",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-08-10 17:54:24.810375+00:00,Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3290/change/
3291,https://geniza.princeton.edu/documents/3291/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00012,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00012,T-S 13J19.12,,,,Letter,,"Letter sent from Damira by Abu al-'Ali ha-Kohen to Tiqva b. Yeshua, asking him to inform the Nagid about trouble that had occurred in Damira caused by someone named b. al-Wasiti. (Information from Mediterranean Society, III, p. 496, and from Goitein's index cards)","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 13 J 19, fol. 12; TS Box 13 J 19, f. 12; TS Box 13 J 19, fol. 12; TS 13 J 19, f. 12",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-08-10 17:54:40.935181+00:00,Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3291/change/
3293,https://geniza.princeton.edu/documents/3293/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00002,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00002,T-S 13J19.2,,,,Letter,Toviya b. Eli,"Letter by Toviyya b. Eli ha-Kohen to his cousin and brother-in-law, Natan b. Shelomo, informing him that everything was done for al-Suri (from Tyre) as ordered by Natan b. al-Meshorer, who lost his wife and was unable to find a wife to look after his son and daughter. He also mentions two orphan daughters whom he wants to marry off to his sister's sons. (Information from Goitein's index cards)","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 13 J 19, fol. 2; TS 13 J 19, f. 2; TS Box 13 J 19, fol. 2; TS Box 13 J 19, f. 2",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-08-10 17:57:39.595330+00:00,Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3293/change/
3297,https://geniza.princeton.edu/documents/3297/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00025,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00025,T-S 13J19.25,,,,Letter,trade,Late letter to Abd al-Karim Kashani dealing with orders for goods. (Information from Goitein's index cards),"S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 13 J 19, f. 25; TS 13 J 19, fol. 25; TS Box 13 J 19, fol. 25; TS Box 13 J 19, f. 25",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-08-10 18:01:31.820815+00:00,Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3297/change/
3298,https://geniza.princeton.edu/documents/3298/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00026,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00026,T-S 13J19.26,,,,Letter,,Letter perhaps addressed to a Nagid. Poetical. Praising the Levites. Contains decorative elements at the end of the widely spaced lines. (Information from Goitein's index cards).,"S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 13 J 19, fol. 26; TS Box 13 J 19, fol. 26; TS Box 13 J 19, f. 26; TS 13 J 19, f. 26",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-08-10 18:02:01.424296+00:00,Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3298/change/
3300,https://geniza.princeton.edu/documents/3300/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00030,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00030,T-S 13J19.30,,,,Letter,,"Letter sent by Mubarak b. Hanina to Abu Yusuf Yaʿaqov b. Musa, giving details about persons who perished or survived an earthquake, most probably in Ramla. (Information from Goitein's index cards)","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 13 J 19, f. 30; TS Box 13 J 19, f. 30; TS 13 J 19, fol. 30; TS Box 13 J 19, fol. 30",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2021-08-10 18:14:10.478087+00:00,Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3300/change/
3301,https://geniza.princeton.edu/documents/3301/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00004,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00004,T-S 13J19.4,,,,Letter,nar,"Letter from Moshe b. Abū Zikrī to his relative, Araḥ b. Natan, on matters of commerce. Moshe expresses his concern about the fact that Araḥ left for a journey without a travel companion (rafīq). Moshe asks Araḥ to assist him in delivering a debt of one dinar and not to withhold the wheat he posses, since the condition of the people is difficult. Moshe also expresses desire to accompany Araḥ in his next commercial voyage. The writer is, apparently, the second son of Abū Zikrī Yehuda b. Saadya the Nagid, a previously unknown son. (Information from Frenkel.)

Notes from Frenkel in Hebrew.","Miriam Frenkel, The Compassionate and Benevolent: The Leading Elite in the Jewish Community of Alexandria in the Middle Ages‎ (in Hebrew) (2006). ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 13 J 19, fol. 4; TS 13 J 19, f. 4; TS Box 13 J 19, fol. 4; TS Box 13 J 19, f. 4",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2023-12-15 02:52:23.943748+00:00,Ksenia Ryzhova ; Marina Rustow ; Micah Newberger ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3301/change/
3302,https://geniza.princeton.edu/documents/3302/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00005,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00005,T-S 13J19.5,,,,Letter,"illness letter 969-1517, Illness, Illness: women's, grief","Letter from ʿEli b. Hillel to his brother-in-law Ḥalfon b. Menashshe. In Judaeo-Arabic. The writer opens with expressions of mourning for the death of a woman. Goitein suggests it is his own wife, but perhaps it is a woman from Ḥalfon's side of the family. ʿEli writes, ""I could hardly eat bread due to crediting it (? li-ṣidqihi),"" and the last phrase seems like it would be out of place for one's own wife. ʿEli then conveys his preoccupation and relief on account of his sister Sitt al-Fakhr, who was sick but recovered. He then mentions some notebooks (karārīs) and a segment of the Torah (juz' Torah), which Ḥalfon probably copied for him. (Information from Goitein's index cards.) ASE.","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions. ; S. D. Goitein, unpublished editions. With minor emendations by Alan Elbaum (2023).","TS 13 J 19, f. 5; TS Box 13 J 19, f. 5; TS Box 13 J 19, fol. 5; TS 13 J 19, fol. 5",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2023-01-08 00:06:32.573201+00:00,Alan Elbaum ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3302/change/
3303,https://geniza.princeton.edu/documents/3303/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00006,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00006,T-S 13J19.6,,,,Letter,"illness letter 969-1517, Jewish community, illness: waja', illness: prayer, illness: du'f, Illness","Letter from Yosef b. Moshe ha-Levi the Jerusalemite to Yefet ha-Neʾeman b. Elʿazar, the representative of the community of al-Maḥalla. Dating: לate 11th or early 12th century, as the same Yefet b. Elʿazar appears in T-S 6J2.25 (a legal document in the hand of Hillel b. ʿEli). Yosef reports that he stopped in (New) Cairo, planning to continue to Jerusalem via Alexandria. He was sick (wajiʿ) when he entered Cairo. The Nasi in Cairo honored him by letting him lead the congregation in prayer—""may God answer my prayers in my illness (ḍuʿfī) for the whole congregation, small and great."" See e.g. ENA NS 6.24 for the notion that it is good for a sick man to lead prayers. Yosef sends greetings to a very large number of people by name, then apologizes, ""As I write this, I am in a different world (?). Please forgive me for not being able to name everyone."" (Information in part from Goitein's index cards.) ASE.","S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions. ; S. D. Goitein, unpublished editions. With minor emendations by Alan Elbaum (2020).","TS Box 13 J 19, fol. 6; TS 13 J 19, f. 6; TS 13 J 19, fol. 6; TS Box 13 J 19, f. 6",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2023-10-25 15:04:21.662317+00:00,Alan Elbaum ; Marina Rustow ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3303/change/
3305,https://geniza.princeton.edu/documents/3305/,https://cudl.lib.cam.ac.uk/iiif/MS-TS-00013-J-00019-00009,https://cudl.lib.cam.ac.uk/view/MS-TS-00013-J-00019-00009,T-S 13J19.9,,,,Letter,trade,"Important business letter sent from Alexandria by Farah b. Ismail to his father in Fustat, containing details about delivering money, commodity prices, and ordering goods from Fustat. Dated November 12, 1050. (Information from M. Gil, Kingdom, Vol. 3, p. 670)","Moshe Gil, In the Kingdom of Ishmael‎ (in Hebrew) (1997), vol. 3. ; S. D. Goitein, index cards. ; S. D. Goitein, unpublished editions.","TS 13 J 19, f. 9; TS 13 J 19, fol. 9; TS Box 13 J 19, fol. 9; TS Box 13 J 19, f. 9",Judaeo-Arabic,,,,,,,,,,2017-01-01 05:00:00+00:00,2022-08-02 22:00:23.372702+00:00,Dan Sachs ; Sarah Nisenson,CUL,"CUL, T-S",Y,N,Look for Goitein scan in this folder: https://drive.google.com/drive/folders/1ZAWSK3ILoRyll0FafU61V5zdccx0CgaP?usp=sharing,,Public,https://geniza.princeton.edu/admin/corpus/document/3305/change/
